Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
8080,6,02/03/2018 02:44:58,589,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3395.585739,589.0,0.0,589.0,589.0,589.0,589.0,0.0,589.0,589.0,0.0,0.0,0.0,0.0,0,0,0,0,0,40,0,3395.585739,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0.0,0.0,0,0,0.0,0.0,0.0,0.0,Bot
8080,6,02/03/2018 02:45:00,10277,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,44273.62071,681.1326263,1712.833333,3812.838807,9489.0,22.0,489.0,244.5,273.6503243,438.0,51.0,9861.0,3287.0,5373.412975,9489.0,28,0,0,0,0,72,92,291.9139827,389.2186436,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65.0,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0.0,0.0,Bot
8080,6,02/03/2018 02:45:00,507,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3944.773176,507.0,0.0,507.0,507.0,507.0,507.0,0.0,507.0,507.0,0.0,0.0,0.0,0.0,0,0,0,0,0,40,0,3944.773176,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0.0,0.0,0,0,0.0,0.0,0.0,0.0,Bot
8080,6,02/03/2018 02:45:02,9718,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,46820.3334,720.3128216,1619.666667,3578.124574,8915.0,13.0,513.0,256.5,296.2777413,466.0,47.0,9273.0,3091.0,5046.46292,8915.0,13,0,0,0,0,72,92,308.705495,411.6073266,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65.0,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0.0,0.0,Bot
8080,6,02/03/2018 02:45:02,511,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3913.894325,511.0,0.0,511.0,511.0,511.0,511.0,0.0,511.0,511.0,0.0,0.0,0.0,0.0,0,0,0,0,0,40,0,3913.894325,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0.0,0.0,0,0,0.0,0.0,0.0,0.0,Bot
8080,6,02/03/2018 02:45:04,10541,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,43164.78512,664.0736173,1756.833333,3824.388443,9551.0,1.0,551.0,275.5,321.7335854,503.0,48.0,10059.0,3353.0,5373.584651,9551.0,1,0,0,0,0,72,92,284.6029788,379.4706385,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65.0,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0.0,0.0,Bot
8080,6,02/03/2018 02:45:04,507,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3944.773176,507.0,0.0,507.0,507.0,507.0,507.0,0.0,507.0,507.0,0.0,0.0,0.0,0.0,0,0,0,0,0,40,0,3944.773176,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0.0,0.0,0,0,0.0,0.0,0.0,0.0,Bot
8080,6,02/03/2018 02:45:06,11007,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,41337.33079,635.9589352,1834.5,4016.709586,10022.0,2.0,540.0,270.0,316.783838,494.0,46.0,10535.0,3511.666667,5643.855095,10022.0,2,0,0,0,0,72,92,272.5538294,363.4051058,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65.0,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0.0,0.0,Bot
8080,6,02/03/2018 02:45:06,586,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3412.969283,586.0,0.0,586.0,586.0,586.0,586.0,0.0,586.0,586.0,0.0,0.0,0.0,0.0,0,0,0,0,0,40,0,3412.969283,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0.0,0.0,0,0,0.0,0.0,0.0,0.0,Bot
8080,6,02/03/2018 02:45:08,10060,3,4,326,129,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,45228.62823,695.8250497,1676.666667,3678.914713,9176.0,1.0,535.0,267.5,304.7630227,483.0,52.0,9595.0,3198.333333,5181.008235,9176.0,1,0,0,0,0,72,92,298.2107356,397.6143141,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65.0,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0.0,0.0,0,0,0.0,0.0,0.0,0.0,Bot
